,Brand,Kilometers,Model_name,Manu_Year,fuel_type,SAles_price
485,Maruti,"34,278",Baleno,2017,Petrol,6.53
486,Maruti,"33,206",Ciaz,2019,Petrol,9.34
487,Mahindra,"46,365",Thar,2017,Diesel,7.72
488,Maruti,"30,480",S-Presso,2020,Petrol,4.50
489,Maruti,"76,734",Swift,2015,Diesel,3.76
490,Maruti,"86,294",Swift,2014,Diesel,4.11
491,Maruti,"39,781",Baleno,2017,Petrol,5.96
492,Maruti,"82,496",Ciaz,2019,Petrol,8.72
493,Hyundai,"45,716",Creta,2018,Petrol,8.99
494,Maruti,"72,880",Wagon,2011,Petrol,1.70
495,BMW,"85,000",X5,2015,Diesel,31.25
496,Ford,"70,000",Endeavour,2017,Diesel,24.60
497,Honda,"75,000",CR-V,2016,Petrol,11.51
498,Mahindra,"62,000",XUV500,2017,Diesel,11.00
499,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
500,Renault,"23,290",KWID,2017,Petrol,3.43
501,Tata,"96,177",Harrier,2019,Diesel,12.88
502,Maruti,"14,190",Alto,2018,Petrol,3.86
503,Maruti,"50,969",Celerio,2018,CNG,5.13
504,Honda,"26,736",Jazz,2017,Petrol,6.90
505,Maruti,"34,278",Baleno,2017,Petrol,6.53
506,Maruti,"33,206",Ciaz,2019,Petrol,9.34
507,Mahindra,"46,365",Thar,2017,Diesel,7.72
508,Maruti,"30,480",S-Presso,2020,Petrol,4.50
509,Maruti,"76,734",Swift,2015,Diesel,3.76
510,Maruti,"86,294",Swift,2014,Diesel,4.11
511,Maruti,"39,781",Baleno,2017,Petrol,5.96
512,Maruti,"82,496",Ciaz,2019,Petrol,8.72
513,Hyundai,"45,716",Creta,2018,Petrol,8.99
514,Maruti,"72,880",Wagon,2011,Petrol,1.70
515,BMW,"85,000",X5,2015,Diesel,31.25
516,Ford,"70,000",Endeavour,2017,Diesel,24.60
517,Honda,"75,000",CR-V,2016,Petrol,11.51
518,Mahindra,"62,000",XUV500,2017,Diesel,11.00
519,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
520,Renault,"23,290",KWID,2017,Petrol,3.43
521,Tata,"96,177",Harrier,2019,Diesel,12.88
522,Maruti,"14,190",Alto,2018,Petrol,3.86
523,Maruti,"50,969",Celerio,2018,CNG,5.13
524,Honda,"26,736",Jazz,2017,Petrol,6.90
525,Maruti,"34,278",Baleno,2017,Petrol,6.53
526,Maruti,"33,206",Ciaz,2019,Petrol,9.34
527,Mahindra,"46,365",Thar,2017,Diesel,7.72
528,Maruti,"30,480",S-Presso,2020,Petrol,4.50
529,Maruti,"76,734",Swift,2015,Diesel,3.76
530,Maruti,"86,294",Swift,2014,Diesel,4.11
531,Maruti,"39,781",Baleno,2017,Petrol,5.96
532,Maruti,"82,496",Ciaz,2019,Petrol,8.72
533,Hyundai,"45,716",Creta,2018,Petrol,8.99
534,Maruti,"72,880",Wagon,2011,Petrol,1.70
535,BMW,"85,000",X5,2015,Diesel,31.25
536,Ford,"70,000",Endeavour,2017,Diesel,24.60
537,Honda,"75,000",CR-V,2016,Petrol,11.51
538,Mahindra,"62,000",XUV500,2017,Diesel,11.00
539,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
540,Renault,"23,290",KWID,2017,Petrol,3.43
541,Tata,"96,177",Harrier,2019,Diesel,12.88
542,Maruti,"14,190",Alto,2018,Petrol,3.86
543,Maruti,"50,969",Celerio,2018,CNG,5.13
544,Honda,"26,736",Jazz,2017,Petrol,6.90
545,Maruti,"34,278",Baleno,2017,Petrol,6.53
546,Maruti,"33,206",Ciaz,2019,Petrol,9.34
547,Mahindra,"46,365",Thar,2017,Diesel,7.72
548,Maruti,"30,480",S-Presso,2020,Petrol,4.50
549,Maruti,"76,734",Swift,2015,Diesel,3.76
550,Maruti,"86,294",Swift,2014,Diesel,4.11
551,Maruti,"39,781",Baleno,2017,Petrol,5.96
552,Maruti,"82,496",Ciaz,2019,Petrol,8.72
553,Hyundai,"45,716",Creta,2018,Petrol,8.99
554,Maruti,"72,880",Wagon,2011,Petrol,1.70
555,BMW,"85,000",X5,2015,Diesel,31.25
556,Ford,"70,000",Endeavour,2017,Diesel,24.60
557,Honda,"75,000",CR-V,2016,Petrol,11.51
558,Mahindra,"62,000",XUV500,2017,Diesel,11.00
559,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
560,Renault,"23,290",KWID,2017,Petrol,3.43
561,Tata,"96,177",Harrier,2019,Diesel,12.88
562,Maruti,"14,190",Alto,2018,Petrol,3.86
563,Maruti,"50,969",Celerio,2018,CNG,5.13
564,Honda,"26,736",Jazz,2017,Petrol,6.90
565,Maruti,"34,278",Baleno,2017,Petrol,6.53
566,Maruti,"33,206",Ciaz,2019,Petrol,9.34
567,Mahindra,"46,365",Thar,2017,Diesel,7.72
568,Maruti,"30,480",S-Presso,2020,Petrol,4.50
569,Maruti,"76,734",Swift,2015,Diesel,3.76
570,Maruti,"86,294",Swift,2014,Diesel,4.11
571,Maruti,"39,781",Baleno,2017,Petrol,5.96
572,Maruti,"82,496",Ciaz,2019,Petrol,8.72
573,Hyundai,"45,716",Creta,2018,Petrol,8.99
574,Maruti,"72,880",Wagon,2011,Petrol,1.70
575,BMW,"85,000",X5,2015,Diesel,31.25
576,Ford,"70,000",Endeavour,2017,Diesel,24.60
577,Honda,"75,000",CR-V,2016,Petrol,11.51
578,Mahindra,"62,000",XUV500,2017,Diesel,11.00
579,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
580,Renault,"23,290",KWID,2017,Petrol,3.43
581,Tata,"96,177",Harrier,2019,Diesel,12.88
582,Maruti,"14,190",Alto,2018,Petrol,3.86
583,Maruti,"50,969",Celerio,2018,CNG,5.13
584,Honda,"26,736",Jazz,2017,Petrol,6.90
585,Maruti,"34,278",Baleno,2017,Petrol,6.53
586,Maruti,"33,206",Ciaz,2019,Petrol,9.34
587,Mahindra,"46,365",Thar,2017,Diesel,7.72
588,Maruti,"30,480",S-Presso,2020,Petrol,4.50
589,Maruti,"76,734",Swift,2015,Diesel,3.76
590,Maruti,"86,294",Swift,2014,Diesel,4.11
591,Maruti,"39,781",Baleno,2017,Petrol,5.96
592,Maruti,"82,496",Ciaz,2019,Petrol,8.72
593,Hyundai,"45,716",Creta,2018,Petrol,8.99
594,Maruti,"72,880",Wagon,2011,Petrol,1.70
595,BMW,"85,000",X5,2015,Diesel,31.25
596,Ford,"70,000",Endeavour,2017,Diesel,24.60
597,Honda,"75,000",CR-V,2016,Petrol,11.51
598,Mahindra,"62,000",XUV500,2017,Diesel,11.00
599,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
600,Renault,"23,290",KWID,2017,Petrol,3.43
601,Tata,"96,177",Harrier,2019,Diesel,12.88
602,Maruti,"14,190",Alto,2018,Petrol,3.86
603,Maruti,"50,969",Celerio,2018,CNG,5.13
604,Honda,"26,736",Jazz,2017,Petrol,6.90
605,Maruti,"34,278",Baleno,2017,Petrol,6.53
606,Maruti,"33,206",Ciaz,2019,Petrol,9.34
607,Mahindra,"46,365",Thar,2017,Diesel,7.72
608,Maruti,"30,480",S-Presso,2020,Petrol,4.50
609,Maruti,"76,734",Swift,2015,Diesel,3.76
610,Maruti,"86,294",Swift,2014,Diesel,4.11
611,Maruti,"39,781",Baleno,2017,Petrol,5.96
612,Maruti,"82,496",Ciaz,2019,Petrol,8.72
613,Hyundai,"45,716",Creta,2018,Petrol,8.99
614,Maruti,"72,880",Wagon,2011,Petrol,1.70
615,BMW,"85,000",X5,2015,Diesel,31.25
616,Ford,"70,000",Endeavour,2017,Diesel,24.60
617,Honda,"75,000",CR-V,2016,Petrol,11.51
618,Mahindra,"62,000",XUV500,2017,Diesel,11.00
619,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
620,Renault,"23,290",KWID,2017,Petrol,3.43
621,Tata,"96,177",Harrier,2019,Diesel,12.88
622,Maruti,"14,190",Alto,2018,Petrol,3.86
623,Maruti,"50,969",Celerio,2018,CNG,5.13
624,Honda,"26,736",Jazz,2017,Petrol,6.90
625,Maruti,"34,278",Baleno,2017,Petrol,6.53
626,Maruti,"33,206",Ciaz,2019,Petrol,9.34
627,Mahindra,"46,365",Thar,2017,Diesel,7.72
628,Maruti,"30,480",S-Presso,2020,Petrol,4.50
629,Maruti,"76,734",Swift,2015,Diesel,3.76
630,Maruti,"86,294",Swift,2014,Diesel,4.11
631,Maruti,"39,781",Baleno,2017,Petrol,5.96
632,Maruti,"82,496",Ciaz,2019,Petrol,8.72
633,Hyundai,"45,716",Creta,2018,Petrol,8.99
634,Maruti,"72,880",Wagon,2011,Petrol,1.70
635,BMW,"85,000",X5,2015,Diesel,31.25
636,Ford,"70,000",Endeavour,2017,Diesel,24.60
637,Honda,"75,000",CR-V,2016,Petrol,11.51
638,Mahindra,"62,000",XUV500,2017,Diesel,11.00
639,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
640,Renault,"23,290",KWID,2017,Petrol,3.43
641,Tata,"96,177",Harrier,2019,Diesel,12.88
642,Maruti,"14,190",Alto,2018,Petrol,3.86
643,Maruti,"50,969",Celerio,2018,CNG,5.13
644,Honda,"26,736",Jazz,2017,Petrol,6.90
645,Maruti,"34,278",Baleno,2017,Petrol,6.53
646,Maruti,"33,206",Ciaz,2019,Petrol,9.34
647,Mahindra,"46,365",Thar,2017,Diesel,7.72
648,Maruti,"30,480",S-Presso,2020,Petrol,4.50
649,Maruti,"76,734",Swift,2015,Diesel,3.76
650,Maruti,"86,294",Swift,2014,Diesel,4.11
651,Maruti,"39,781",Baleno,2017,Petrol,5.96
652,Maruti,"82,496",Ciaz,2019,Petrol,8.72
653,Hyundai,"45,716",Creta,2018,Petrol,8.99
654,Maruti,"72,880",Wagon,2011,Petrol,1.70
655,BMW,"85,000",X5,2015,Diesel,31.25
656,Ford,"70,000",Endeavour,2017,Diesel,24.60
657,Honda,"75,000",CR-V,2016,Petrol,11.51
658,Mahindra,"62,000",XUV500,2017,Diesel,11.00
659,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
660,Renault,"23,290",KWID,2017,Petrol,3.43
661,Tata,"96,177",Harrier,2019,Diesel,12.88
662,Maruti,"14,190",Alto,2018,Petrol,3.86
663,Maruti,"50,969",Celerio,2018,CNG,5.13
664,Honda,"26,736",Jazz,2017,Petrol,6.90
665,Maruti,"34,278",Baleno,2017,Petrol,6.53
666,Maruti,"33,206",Ciaz,2019,Petrol,9.34
667,Mahindra,"46,365",Thar,2017,Diesel,7.72
668,Maruti,"30,480",S-Presso,2020,Petrol,4.50
669,Maruti,"76,734",Swift,2015,Diesel,3.76
670,Maruti,"86,294",Swift,2014,Diesel,4.11
671,Maruti,"39,781",Baleno,2017,Petrol,5.96
672,Maruti,"82,496",Ciaz,2019,Petrol,8.72
673,Hyundai,"45,716",Creta,2018,Petrol,8.99
674,Maruti,"72,880",Wagon,2011,Petrol,1.70
675,BMW,"85,000",X5,2015,Diesel,31.25
676,Ford,"70,000",Endeavour,2017,Diesel,24.60
677,Honda,"75,000",CR-V,2016,Petrol,11.51
678,Mahindra,"62,000",XUV500,2017,Diesel,11.00
679,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
680,Renault,"23,290",KWID,2017,Petrol,3.43
681,Tata,"96,177",Harrier,2019,Diesel,12.88
682,Maruti,"14,190",Alto,2018,Petrol,3.86
683,Maruti,"50,969",Celerio,2018,CNG,5.13
684,Honda,"26,736",Jazz,2017,Petrol,6.90
685,Maruti,"34,278",Baleno,2017,Petrol,6.53
686,Maruti,"33,206",Ciaz,2019,Petrol,9.34
687,Mahindra,"46,365",Thar,2017,Diesel,7.72
688,Maruti,"30,480",S-Presso,2020,Petrol,4.50
689,Maruti,"76,734",Swift,2015,Diesel,3.76
690,Maruti,"86,294",Swift,2014,Diesel,4.11
691,Maruti,"39,781",Baleno,2017,Petrol,5.96
692,Maruti,"82,496",Ciaz,2019,Petrol,8.72
693,Hyundai,"45,716",Creta,2018,Petrol,8.99
694,Maruti,"72,880",Wagon,2011,Petrol,1.70
695,BMW,"85,000",X5,2015,Diesel,31.25
696,Ford,"70,000",Endeavour,2017,Diesel,24.60
697,Honda,"75,000",CR-V,2016,Petrol,11.51
698,Mahindra,"62,000",XUV500,2017,Diesel,11.00
699,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
700,Renault,"23,290",KWID,2017,Petrol,3.43
701,Tata,"96,177",Harrier,2019,Diesel,12.88
702,Maruti,"14,190",Alto,2018,Petrol,3.86
703,Maruti,"50,969",Celerio,2018,CNG,5.13
704,Honda,"26,736",Jazz,2017,Petrol,6.90
705,Maruti,"34,278",Baleno,2017,Petrol,6.53
706,Maruti,"33,206",Ciaz,2019,Petrol,9.34
707,Mahindra,"46,365",Thar,2017,Diesel,7.72
708,Maruti,"30,480",S-Presso,2020,Petrol,4.50
709,Maruti,"76,734",Swift,2015,Diesel,3.76
710,Maruti,"86,294",Swift,2014,Diesel,4.11
711,Maruti,"39,781",Baleno,2017,Petrol,5.96
712,Maruti,"82,496",Ciaz,2019,Petrol,8.72
713,Hyundai,"45,716",Creta,2018,Petrol,8.99
714,Maruti,"72,880",Wagon,2011,Petrol,1.70
715,BMW,"85,000",X5,2015,Diesel,31.25
716,Ford,"70,000",Endeavour,2017,Diesel,24.60
717,Honda,"75,000",CR-V,2016,Petrol,11.51
718,Mahindra,"62,000",XUV500,2017,Diesel,11.00
719,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
720,Renault,"23,290",KWID,2017,Petrol,3.43
721,Tata,"96,177",Harrier,2019,Diesel,12.88
722,Maruti,"14,190",Alto,2018,Petrol,3.86
723,Maruti,"50,969",Celerio,2018,CNG,5.13
724,Honda,"26,736",Jazz,2017,Petrol,6.90
725,Maruti,"34,278",Baleno,2017,Petrol,6.53
726,Maruti,"33,206",Ciaz,2019,Petrol,9.34
727,Mahindra,"46,365",Thar,2017,Diesel,7.72
728,Maruti,"30,480",S-Presso,2020,Petrol,4.50
729,Maruti,"76,734",Swift,2015,Diesel,3.76
730,Maruti,"86,294",Swift,2014,Diesel,4.11
731,Maruti,"39,781",Baleno,2017,Petrol,5.96
732,Maruti,"82,496",Ciaz,2019,Petrol,8.72
733,Hyundai,"45,716",Creta,2018,Petrol,8.99
734,Maruti,"72,880",Wagon,2011,Petrol,1.70
735,BMW,"85,000",X5,2015,Diesel,31.25
736,Ford,"70,000",Endeavour,2017,Diesel,24.60
737,Honda,"75,000",CR-V,2016,Petrol,11.51
738,Mahindra,"62,000",XUV500,2017,Diesel,11.00
739,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
740,Renault,"23,290",KWID,2017,Petrol,3.43
741,Tata,"96,177",Harrier,2019,Diesel,12.88
742,Maruti,"14,190",Alto,2018,Petrol,3.86
743,Maruti,"50,969",Celerio,2018,CNG,5.13
744,Honda,"26,736",Jazz,2017,Petrol,6.90
745,Maruti,"34,278",Baleno,2017,Petrol,6.53
746,Maruti,"33,206",Ciaz,2019,Petrol,9.34
747,Mahindra,"46,365",Thar,2017,Diesel,7.72
748,Maruti,"30,480",S-Presso,2020,Petrol,4.50
749,Maruti,"76,734",Swift,2015,Diesel,3.76
750,Maruti,"86,294",Swift,2014,Diesel,4.11
751,Maruti,"39,781",Baleno,2017,Petrol,5.96
752,Maruti,"82,496",Ciaz,2019,Petrol,8.72
753,Hyundai,"45,716",Creta,2018,Petrol,8.99
754,Maruti,"72,880",Wagon,2011,Petrol,1.70
755,BMW,"85,000",X5,2015,Diesel,31.25
756,Ford,"70,000",Endeavour,2017,Diesel,24.60
757,Honda,"75,000",CR-V,2016,Petrol,11.51
758,Mahindra,"62,000",XUV500,2017,Diesel,11.00
759,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
760,Renault,"23,290",KWID,2017,Petrol,3.43
761,Tata,"96,177",Harrier,2019,Diesel,12.88
762,Maruti,"14,190",Alto,2018,Petrol,3.86
763,Maruti,"50,969",Celerio,2018,CNG,5.13
764,Honda,"26,736",Jazz,2017,Petrol,6.90
765,Maruti,"34,278",Baleno,2017,Petrol,6.53
766,Maruti,"33,206",Ciaz,2019,Petrol,9.34
767,Mahindra,"46,365",Thar,2017,Diesel,7.72
768,Maruti,"30,480",S-Presso,2020,Petrol,4.50
769,Maruti,"76,734",Swift,2015,Diesel,3.76
770,Maruti,"86,294",Swift,2014,Diesel,4.11
771,Maruti,"39,781",Baleno,2017,Petrol,5.96
772,Maruti,"82,496",Ciaz,2019,Petrol,8.72
773,Hyundai,"45,716",Creta,2018,Petrol,8.99
774,Maruti,"72,880",Wagon,2011,Petrol,1.70
775,BMW,"85,000",X5,2015,Diesel,31.25
776,Ford,"70,000",Endeavour,2017,Diesel,24.60
777,Honda,"75,000",CR-V,2016,Petrol,11.51
778,Mahindra,"62,000",XUV500,2017,Diesel,11.00
779,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
780,Renault,"23,290",KWID,2017,Petrol,3.43
781,Tata,"96,177",Harrier,2019,Diesel,12.88
782,Maruti,"14,190",Alto,2018,Petrol,3.86
783,Maruti,"50,969",Celerio,2018,CNG,5.13
784,Honda,"26,736",Jazz,2017,Petrol,6.90
785,Maruti,"34,278",Baleno,2017,Petrol,6.53
786,Maruti,"33,206",Ciaz,2019,Petrol,9.34
787,Mahindra,"46,365",Thar,2017,Diesel,7.72
788,Maruti,"30,480",S-Presso,2020,Petrol,4.50
789,Maruti,"76,734",Swift,2015,Diesel,3.76
790,Maruti,"86,294",Swift,2014,Diesel,4.11
791,Maruti,"39,781",Baleno,2017,Petrol,5.96
792,Maruti,"82,496",Ciaz,2019,Petrol,8.72
793,Hyundai,"45,716",Creta,2018,Petrol,8.99
794,Maruti,"72,880",Wagon,2011,Petrol,1.70
795,BMW,"85,000",X5,2015,Diesel,31.25
796,Ford,"70,000",Endeavour,2017,Diesel,24.60
797,Honda,"75,000",CR-V,2016,Petrol,11.51
798,Mahindra,"62,000",XUV500,2017,Diesel,11.00
799,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
800,Renault,"23,290",KWID,2017,Petrol,3.43
801,Tata,"96,177",Harrier,2019,Diesel,12.88
802,Maruti,"14,190",Alto,2018,Petrol,3.86
803,Maruti,"50,969",Celerio,2018,CNG,5.13
804,Honda,"26,736",Jazz,2017,Petrol,6.90
805,Maruti,"34,278",Baleno,2017,Petrol,6.53
806,Maruti,"33,206",Ciaz,2019,Petrol,9.34
807,Mahindra,"46,365",Thar,2017,Diesel,7.72
808,Maruti,"30,480",S-Presso,2020,Petrol,4.50
809,Maruti,"76,734",Swift,2015,Diesel,3.76
810,Maruti,"86,294",Swift,2014,Diesel,4.11
811,Maruti,"39,781",Baleno,2017,Petrol,5.96
812,Maruti,"82,496",Ciaz,2019,Petrol,8.72
813,Hyundai,"45,716",Creta,2018,Petrol,8.99
814,Maruti,"72,880",Wagon,2011,Petrol,1.70
815,BMW,"85,000",X5,2015,Diesel,31.25
816,Ford,"70,000",Endeavour,2017,Diesel,24.60
817,Honda,"75,000",CR-V,2016,Petrol,11.51
818,Mahindra,"62,000",XUV500,2017,Diesel,11.00
819,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
820,Renault,"23,290",KWID,2017,Petrol,3.43
821,Tata,"96,177",Harrier,2019,Diesel,12.88
822,Maruti,"14,190",Alto,2018,Petrol,3.86
823,Maruti,"50,969",Celerio,2018,CNG,5.13
824,Honda,"26,736",Jazz,2017,Petrol,6.90
825,Maruti,"34,278",Baleno,2017,Petrol,6.53
826,Maruti,"33,206",Ciaz,2019,Petrol,9.34
827,Mahindra,"46,365",Thar,2017,Diesel,7.72
828,Maruti,"30,480",S-Presso,2020,Petrol,4.50
829,Maruti,"76,734",Swift,2015,Diesel,3.76
830,Maruti,"86,294",Swift,2014,Diesel,4.11
831,Maruti,"39,781",Baleno,2017,Petrol,5.96
832,Maruti,"82,496",Ciaz,2019,Petrol,8.72
833,Hyundai,"45,716",Creta,2018,Petrol,8.99
834,Maruti,"72,880",Wagon,2011,Petrol,1.70
835,BMW,"85,000",X5,2015,Diesel,31.25
836,Ford,"70,000",Endeavour,2017,Diesel,24.60
837,Honda,"75,000",CR-V,2016,Petrol,11.51
838,Mahindra,"62,000",XUV500,2017,Diesel,11.00
839,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
840,Renault,"23,290",KWID,2017,Petrol,3.43
841,Tata,"96,177",Harrier,2019,Diesel,12.88
842,Maruti,"14,190",Alto,2018,Petrol,3.86
843,Maruti,"50,969",Celerio,2018,CNG,5.13
844,Honda,"26,736",Jazz,2017,Petrol,6.90
845,Maruti,"34,278",Baleno,2017,Petrol,6.53
846,Maruti,"33,206",Ciaz,2019,Petrol,9.34
847,Mahindra,"46,365",Thar,2017,Diesel,7.72
848,Maruti,"30,480",S-Presso,2020,Petrol,4.50
849,Maruti,"76,734",Swift,2015,Diesel,3.76
850,Maruti,"86,294",Swift,2014,Diesel,4.11
851,Maruti,"39,781",Baleno,2017,Petrol,5.96
852,Maruti,"82,496",Ciaz,2019,Petrol,8.72
853,Hyundai,"45,716",Creta,2018,Petrol,8.99
854,Maruti,"72,880",Wagon,2011,Petrol,1.70
855,BMW,"85,000",X5,2015,Diesel,31.25
856,Ford,"70,000",Endeavour,2017,Diesel,24.60
857,Honda,"75,000",CR-V,2016,Petrol,11.51
858,Mahindra,"62,000",XUV500,2017,Diesel,11.00
859,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
860,Renault,"23,290",KWID,2017,Petrol,3.43
861,Tata,"96,177",Harrier,2019,Diesel,12.88
862,Maruti,"14,190",Alto,2018,Petrol,3.86
863,Maruti,"50,969",Celerio,2018,CNG,5.13
864,Honda,"26,736",Jazz,2017,Petrol,6.90
865,Maruti,"34,278",Baleno,2017,Petrol,6.53
866,Maruti,"33,206",Ciaz,2019,Petrol,9.34
867,Mahindra,"46,365",Thar,2017,Diesel,7.72
868,Maruti,"30,480",S-Presso,2020,Petrol,4.50
869,Maruti,"76,734",Swift,2015,Diesel,3.76
870,Maruti,"86,294",Swift,2014,Diesel,4.11
871,Maruti,"39,781",Baleno,2017,Petrol,5.96
872,Maruti,"82,496",Ciaz,2019,Petrol,8.72
873,Hyundai,"45,716",Creta,2018,Petrol,8.99
874,Maruti,"72,880",Wagon,2011,Petrol,1.70
875,BMW,"85,000",X5,2015,Diesel,31.25
876,Ford,"70,000",Endeavour,2017,Diesel,24.60
877,Honda,"75,000",CR-V,2016,Petrol,11.51
878,Mahindra,"62,000",XUV500,2017,Diesel,11.00
879,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
880,Renault,"23,290",KWID,2017,Petrol,3.43
881,Tata,"96,177",Harrier,2019,Diesel,12.88
882,Maruti,"14,190",Alto,2018,Petrol,3.86
883,Maruti,"50,969",Celerio,2018,CNG,5.13
884,Honda,"26,736",Jazz,2017,Petrol,6.90
885,Maruti,"34,278",Baleno,2017,Petrol,6.53
886,Maruti,"33,206",Ciaz,2019,Petrol,9.34
887,Mahindra,"46,365",Thar,2017,Diesel,7.72
888,Maruti,"30,480",S-Presso,2020,Petrol,4.50
889,Maruti,"76,734",Swift,2015,Diesel,3.76
890,Maruti,"86,294",Swift,2014,Diesel,4.11
891,Maruti,"39,781",Baleno,2017,Petrol,5.96
892,Maruti,"82,496",Ciaz,2019,Petrol,8.72
893,Hyundai,"45,716",Creta,2018,Petrol,8.99
894,Maruti,"72,880",Wagon,2011,Petrol,1.70
895,BMW,"85,000",X5,2015,Diesel,31.25
896,Ford,"70,000",Endeavour,2017,Diesel,24.60
897,Honda,"75,000",CR-V,2016,Petrol,11.51
898,Mahindra,"62,000",XUV500,2017,Diesel,11.00
899,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
900,Renault,"23,290",KWID,2017,Petrol,3.43
901,Tata,"96,177",Harrier,2019,Diesel,12.88
902,Maruti,"14,190",Alto,2018,Petrol,3.86
903,Maruti,"50,969",Celerio,2018,CNG,5.13
904,Honda,"26,736",Jazz,2017,Petrol,6.90
905,Maruti,"34,278",Baleno,2017,Petrol,6.53
906,Maruti,"33,206",Ciaz,2019,Petrol,9.34
907,Mahindra,"46,365",Thar,2017,Diesel,7.72
908,Maruti,"30,480",S-Presso,2020,Petrol,4.50
909,Maruti,"76,734",Swift,2015,Diesel,3.76
910,Maruti,"86,294",Swift,2014,Diesel,4.11
911,Maruti,"39,781",Baleno,2017,Petrol,5.96
912,Maruti,"82,496",Ciaz,2019,Petrol,8.72
913,Hyundai,"45,716",Creta,2018,Petrol,8.99
914,Maruti,"72,880",Wagon,2011,Petrol,1.70
915,BMW,"85,000",X5,2015,Diesel,31.25
916,Ford,"70,000",Endeavour,2017,Diesel,24.60
917,Honda,"75,000",CR-V,2016,Petrol,11.51
918,Mahindra,"62,000",XUV500,2017,Diesel,11.00
919,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
920,Renault,"23,290",KWID,2017,Petrol,3.43
921,Tata,"96,177",Harrier,2019,Diesel,12.88
922,Maruti,"14,190",Alto,2018,Petrol,3.86
923,Maruti,"50,969",Celerio,2018,CNG,5.13
924,Honda,"26,736",Jazz,2017,Petrol,6.90
925,Maruti,"34,278",Baleno,2017,Petrol,6.53
926,Maruti,"33,206",Ciaz,2019,Petrol,9.34
927,Mahindra,"46,365",Thar,2017,Diesel,7.72
928,Maruti,"30,480",S-Presso,2020,Petrol,4.50
929,Maruti,"76,734",Swift,2015,Diesel,3.76
930,Maruti,"86,294",Swift,2014,Diesel,4.11
931,Maruti,"39,781",Baleno,2017,Petrol,5.96
932,Maruti,"82,496",Ciaz,2019,Petrol,8.72
933,Hyundai,"45,716",Creta,2018,Petrol,8.99
934,Maruti,"72,880",Wagon,2011,Petrol,1.70
935,BMW,"85,000",X5,2015,Diesel,31.25
936,Ford,"70,000",Endeavour,2017,Diesel,24.60
937,Honda,"75,000",CR-V,2016,Petrol,11.51
938,Mahindra,"62,000",XUV500,2017,Diesel,11.00
939,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
940,Renault,"23,290",KWID,2017,Petrol,3.43
941,Tata,"96,177",Harrier,2019,Diesel,12.88
942,Maruti,"14,190",Alto,2018,Petrol,3.86
943,Maruti,"50,969",Celerio,2018,CNG,5.13
944,Honda,"26,736",Jazz,2017,Petrol,6.90
945,Maruti,"34,278",Baleno,2017,Petrol,6.53
946,Maruti,"33,206",Ciaz,2019,Petrol,9.34
947,Mahindra,"46,365",Thar,2017,Diesel,7.72
948,Maruti,"30,480",S-Presso,2020,Petrol,4.50
949,Maruti,"76,734",Swift,2015,Diesel,3.76
950,Maruti,"86,294",Swift,2014,Diesel,4.11
951,Maruti,"39,781",Baleno,2017,Petrol,5.96
952,Maruti,"82,496",Ciaz,2019,Petrol,8.72
953,Hyundai,"45,716",Creta,2018,Petrol,8.99
954,Maruti,"72,880",Wagon,2011,Petrol,1.70
955,BMW,"85,000",X5,2015,Diesel,31.25
956,Ford,"70,000",Endeavour,2017,Diesel,24.60
957,Honda,"75,000",CR-V,2016,Petrol,11.51
958,Mahindra,"62,000",XUV500,2017,Diesel,11.00
959,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
960,Renault,"23,290",KWID,2017,Petrol,3.43
961,Tata,"96,177",Harrier,2019,Diesel,12.88
962,Maruti,"14,190",Alto,2018,Petrol,3.86
963,Maruti,"50,969",Celerio,2018,CNG,5.13
964,Honda,"26,736",Jazz,2017,Petrol,6.90
965,Maruti,"34,278",Baleno,2017,Petrol,6.53
966,Maruti,"33,206",Ciaz,2019,Petrol,9.34
967,Mahindra,"46,365",Thar,2017,Diesel,7.72
968,Maruti,"30,480",S-Presso,2020,Petrol,4.50
